line,text,State,ShanDiv
5,clean power; state plan; standards,Arizona,1
6,empowerment scholarships; neurological conditions,Arizona,1
7,municipalities; school districts; prohibited contracts,Arizona,1
8,water quality; maximum daily load,Arizona,1
9,Arizona power authority; director; residency,Arizona,1
10,employment omnibus,Arizona,1
1,employment; housing; public accommodations; antidiscrimination.,Arizona,1
2,schools; additional assistance; reductions; elimination,Arizona,1
3,terms; precinct committeemen,Arizona,1
4,dispensing opticians; repeal of regulation,Arizona,1
5,state finance review; task force.,Arizona,1
6,political parties; meetings; e-mail,Arizona,1
7,appropriation; JTEDs; 9th grade,Arizona,1
8,postsecondary education; loan information,Arizona,1
9,empowerment scholarships; expansion; phase-in.,Arizona,1
10,noncertificated school employees; due process,Arizona,1
1,teacher recruitment and retention,Arizona,1
2,lower Colorado basin; forbearance authority,Arizona,1
3,hydraulic fracturing; prohibition,Arizona,1
4,vapor products; tax,Arizona,1
5,death penalty; repeal,Arizona,1
6,affordable housing projects; tax assessment,Arizona,1
7,G&F; appointment recommendation board; repeal,Arizona,1
8,large electronics; recycling,Arizona,1
9,racial impact; analysis; legislative council,Arizona,1
10,medical marijuana; study committee.,Arizona,1
1,nursing board; rules; abortion,Arizona,1
2,schools; health information; website posting,Arizona,1
3,corporate tax freeze; educational outcomes,Arizona,1
4,terminally ill; care choices,Arizona,1
5,water infrastructure finance authority; appropriation,Arizona,1
6,food labeling requirements,Arizona,1
7,drug possession; medical assistance; probation,Arizona,1
8,SNAP; benefit match; farmers markets,Arizona,1
9,pesticides; prohibition,Arizona,1
10,employees; school conferences; leave,Arizona,1
1,repeal; right to work,Arizona,1
2,sex education curricula; requirements,Arizona,1
3,temporary services employer; employees; rights,Arizona,1
4,vapor products; restrictions; use,Arizona,1
5,child care waiting list; appropriation.,Arizona,1
6,telemedicine; abortion; prohibition repeal,Arizona,1
7,justification; deadly physical force; exceptions,Arizona,1
8,postsecondary institutions; sexual consent policies,Arizona,1
9,public facilities; environmental policies,Arizona,1
10,supplemental appropriation; foster care placement,Arizona,1
1,abortion; parental consent; counseling exception,Arizona,1
2,employment practices; consumer reports; limitation,Arizona,1
3,appropriations; medical marijuana fund,Arizona,1
4,"presidential candidates, electors; tax returns",Arizona,1
5,technical correction; special license plates,Arizona,1
6,energy measuring; containers; prohibition; repeal,Arizona,1
7,appropriation; community information and referral,Arizona,1
8,schools; compulsory attendance age; increase.,Arizona,1
9,toll roads; conversion; prohibition,Arizona,1
10,voting; ranking; ballot format.,Arizona,1
1,health care providers; pregnancy; ultrasounds,Arizona,1
2,abortion; parental consent; exception,Arizona,1
3,tobacco possession; sale; age; signage,Arizona,1
4,criminal; arrest records; erasure,Arizona,1
5,peace officer database; disciplinary actions,Arizona,1
6,minors; consent; housing; shelter services,Arizona,1
7,appropriation; school solutions teams,Arizona,1
8,STO credit; aggregate cap; freeze,Arizona,1
9,schools; privacy; biometrics,Arizona,1
10,construction contracts; indemnification; liability provisions,Arizona,1
1,TANF assistance; lifetime limit,Arizona,1
2,adult incarceration contracts; cost comparison,Arizona,1
3,municipalities; counties; rent control; seniors,Arizona,1
4,child care assistance; appropriation,Arizona,1
5,county transportation excise tax; reauthorization,Arizona,1
6,employment and labor omnibus,Arizona,1
7,tax credits; sunset,Arizona,1
8,legislative review of rules,Arizona,1
9,compact; prosperity districts,Arizona,1
10,spouses; married couples; terminology,Arizona,1
1,financial disclosure; model legislation; lobbying,Arizona,1
2,abortion; religious employers; contraception; repeal,Arizona,1
3,schools; bullying policy; definition,Arizona,1
4,schools; data privacy,Arizona,1
5,schools; corporal punishment,Arizona,1
6,elder abuse investigations; study committee,Arizona,1
7,wildfire suppression; joint study committee,Arizona,1
8,DES; DCS; director; qualifications,Arizona,1
9,technical correction; public roadways,Arizona,1
10,schools; technology; internet safety; policies,Arizona,1
1,liquor licenses; nonuse; discretionary cancellation,Arizona,1
2,municipalities; counties; tiny homes; codes,Arizona,1
3,provisional ballots; residence; partial tabulation,Arizona,1
4,provisional ballots; incorrect precinct; tally.,Arizona,1
5,elections; polling places; standards,Arizona,1
6,telemedicine; urology; insurance coverage,Arizona,1
7,presidential preference election; independent voters,Arizona,1
8,early ballots; election day postmark,Arizona,1
9,early ballots; precinct ballot box,Arizona,1
10,election procedures; workers; precincts; provisionals,Arizona,1
1,provisional ballots; verification; tally,Arizona,1
2,homeowners' associations; assessment liens; foreclosure,Arizona,1
3,voter registration; social security number,Arizona,1
4,early ballots; verification; cure,Arizona,1
5,homeowners' associations; improvement districts; zoning,Arizona,1
6,employment discrimination; prohibition,Arizona,1
7,statewide voter registration portability,Arizona,1
8,DCS; revisions; confidentiality; appeals,Arizona,1
9,state finance review; task force,Arizona,1
10,early voting locations; extended hours.,Arizona,1
1,voting centers; on-campus voting,Arizona,1
2,environmental quality; water; appropriation,Arizona,1
3,community facilities districts; amendments,Arizona,1
4,homeowners' associations; electronic records; fees,Arizona,1
5,STO operational requirements,Arizona,1
6,length of parole; juvenile offenders,Arizona,1
7,land subdivision; exceptions; children; grandchildren,Arizona,1
8,VLT; registration fees; gas tax,Arizona,1
9,child; family advocacy center; appropriation.,Arizona,1
10,income tax subtraction; military retirement,Arizona,1
1,motor fuel taxes; county election,Arizona,1
2,county stadium districts; revenue; school districts,Arizona,1
3,immigration; law enforcement; repeal.,Arizona,1
4,women-owned and minority-owned businesses; grants,Arizona,1
5,AHCCCS; pharmacy services; contracts,Arizona,1
6,consular identification cards; prohibition; repeal,Arizona,1
7,tribal nations; veterans' services; appropriation,Arizona,1
8,lottery game; veterans assistance,Arizona,1
9,criminal charges; unlawful orders; reimbursement,Arizona,1
10,memorial; veteran diversity,Arizona,1
1,technical correction; mandatory vehicle insurance,Arizona,1
2,community engagement district.,Arizona,1
3,TPT credit; tribal taxes,Arizona,1
4,vehicle title loans; finance charge,Arizona,1
5,criminal cases; arrests; records; erasure,Arizona,1
6,schools; pupils; removal; reassignment,Arizona,1
7,lottery game; schools; capital assistance,Arizona,1
8,state personnel system; covered employees,Arizona,1
9,community health workers; voluntary certification,Arizona,1
10,dual enrollment; tribal colleges,Arizona,1
1,sugar-sweetened beverages; tax,Arizona,1
2,study; tribal colleges; dual enrollment,Arizona,1
3,liquor licenses; tribal councils; approval,Arizona,1
4,incorrect arrest; record clearance,Arizona,1
5,DCS; procurement code exception,Arizona,1
6,voting rights; restoration; felonies,Arizona,1
7,annuities; withdrawals; restoration,Arizona,1
8,technical correction; cease; desist order,Arizona,1
9,TPT; Indian tribes; economic development,Arizona,1
10,office of Indian education; assistance,Arizona,1
1,health careers; military veterans; committee,Arizona,1
2,state holiday; Native American day,Arizona,1
3,law enforcement; workers' compensation; exposure,Arizona,1
4,animal cruelty; domestic animals; classification,Arizona,1
5,AHCCCS; disproportionate share hospital payments,Arizona,1
6,public employees; collective bargaining,Arizona,1
7,municipalities; peace officer staffing requirement,Arizona,1
8,presidential preference election; independent voters,Arizona,1
9,state board; community colleges,Arizona,1
10,charter schools; capacity; publication,Arizona,1
1,study; state board; community colleges,Arizona,1
2,early ballots; collection; affidavit,Arizona,1
3,family caregiver income tax credit.,Arizona,1
4,child; family advocacy center; appropriation,Arizona,1
5,electronic documents; signatures; wills; trusts,Arizona,1
6,technical correction; early voting,Arizona,1
7,technical correction; health professionals,Arizona,1
8,technical correction; illegally taking wildlife,Arizona,1
9,communication service information; technical correction,Arizona,1
10,dual language education; study committee,Arizona,1
1,outdoor advertising prohibitions,Arizona,1
2,empowerment scholarship accounts; revisions,Arizona,1
3,erroneous convictions; civil action,Arizona,1
4,automatic voter registration; licenses; IDs,Arizona,1
5,technical correction; ALTCS insurance; exemption,Arizona,1
6,performance bonds; contractor retention,Arizona,1
7,early voting locations; extended hours,Arizona,1
8,teachers; performance pay; evaluations,Arizona,1
9,adoption; married couple; preference,Arizona,1
10,JTEDs; entrepreneurship programs; review exemption,Arizona,1
1,criminal justice commission; legislative recommendations,Arizona,1
2,election equipment certification; procedures manual,Arizona,1
3,Colorado River allocation; management,Arizona,1
4,appropriation; teacher recruitment; retention,Arizona,1
5,Arizona criminal justice commission; membership,Arizona,1
6,parole reform; study committee,Arizona,1
7,luxury tax; exemption; technical correction,Arizona,1
8,election results; statewide electronic format,Arizona,1
9,electronic bingo,Arizona,1
10,employee purchase program; payroll deductions,Arizona,1
1,employment; housing; public accomodations; antidiscrimination,Arizona,1
2,joint select committee on corrections,Arizona,1
3,call center relocation; notice; penalty,Arizona,1
4,universities; governing boards,Arizona,1
5,workers' compensation; claim settlement,Arizona,1
6,contractor TPT; solar energy exemption,Arizona,1
7,competitive bidding; legal counsel; limit,Arizona,1
8,aggressive solicitation; approaching stopped vehicle,Arizona,1
9,auditor general; charter schools,Arizona,1
10,poverty; data tracking; commission,Arizona,1
1,county motor fuel taxes,Arizona,1
2,structured English immersion exemption; pilot,Arizona,1
3,schools; intergenerational poverty; grants,Arizona,1
4,countywide elections; vote by mail,Arizona,1
5,foster parents; immunizations; licensure,Arizona,1
6,Arizona community schools pilot program,Arizona,1
7,appropriation; district additional assistance,Arizona,1
8,claim; notice; public entity; exception,Arizona,1
9,charter schools; special education services,Arizona,1
10,state-owned bank task force.,Arizona,1
1,property tax exemptions; statutory conformity,Arizona,1
2,state lottery; county assistance fund,Arizona,1
3,income tax; college tuition deduction,Arizona,1
4,housing trust fund; funding sources,Arizona,1
5,DCS reports; ruled out classification,Arizona,1
6,Arizona arts endowment fund; appropriation,Arizona,1
7,JTEDs; ninth graders; funding.,Arizona,1
8,schools; technology; policies; internet safety,Arizona,1
9,end-of-life decisions; terminally ill,Arizona,1
10,school tax credit; classroom supplies,Arizona,1
1,procurement process; professional; construction services,Arizona,1
2,state budget; estimates; notice,Arizona,1
3,G&F; protected species; taking prohibition,Arizona,1
4,state law; violations; political subdivisions,Arizona,1
5,property tax; technical correction,Arizona,1
6,native American veterans; tax settlement.,Arizona,1
7,unemployment insurance; disclosure; state agencies,Arizona,1
8,precinct committeemen; term of office.,Arizona,1
9,election and ethics; commission; duties,Arizona,1
10,sentencing; aggravating factor; political affiliation,Arizona,1
1,domestic violence offenders; firearms; seizure,Arizona,1
2,voter identification; proof of citizenship,Arizona,1
3,voter registration deadlines; registration method,Arizona,1
4,charter schools; website posting requirements,Arizona,1
5,automatic voter registration; database; public agencies,Arizona,1
6,TPT exemption; charity golf tournament,Arizona,1
7,voter identification; VA; student identification,Arizona,1
